Company,Country,Date,Months,Time,Rocket,Mission,Rocket Status,Price,Mission Status,
Arianespace,France,3/11/2006,February,10:33:00 PM,Ariane 5 ECA,Spainsat & Hot Bird 7A,Active,"$31,120,471.00 ",Success,
SpaceX,USA,3/24/2006,February,9:30:00 PM,Falcon 1,FalconSat-2,Retired,"$45,352,441.00 ",Failure,
Northrop,USA,3/28/2006,February,8:10:00 PM,Pegasus XL,ST-5,Active,"$32,680,755.00 ",Success,
Sea Launch,Pacific Ocean,4/12/2006,March,11:29:00 PM,Zenit-3 SL,JCSat-9,Retired,"$23,222,000.00 ",Success,
Northrop,USA,4/15/2006,March,1:40:00 AM,Minotaur I,COSMIC (FORMOSAT-3),Active,"$12,789,692.00 ",Success,
ILS,USA,4/20/2006,March,8:27:00 PM,Atlas V 411,Astra 1KR,Retired,"$15,119,609.00 ",Success,
MITT,Russia,4/25/2006,April,4:47:00 PM,Start-1,EROS B,Active,"$20,384,952.00 ",Success,
CASC,China,4/26/2006,April,10:48:00 PM,Long March 4C,Yaogan 1,Active,"$35,602,421.00 ",Success,
Boeing,USA,4/28/2006,April,10:02:00 AM,Delta II 7420-10C,"CloudSat, CALIPSO",Retired,"$42,660,239.00 ",Success,
Boeing,USA,5/24/2006,April,10:11:00 PM,"Delta IV Medium+ (4,2)",GOES-N (GOES-13),Retired,"$21,266,486.00 ",Success,
SRC, Barents Sea,5/26/2006,April,6:50:00 PM,Shtil',Kompass-2,Retired,"$15,880,123.00 ",Success,
Arianespace,France,5/27/2006,April,9:09:00 PM,Ariane 5 ECA,Satmex-6 & Thaicom-5,Active,"$20,100,879.00 ",Success,
Sea Launch,Pacific Ocean,6/18/2006,May,7:49:00 AM,Zenit-3 SL,Galaxy 16,Retired,"$27,375,957.00 ",Success,
Boeing,USA,6/21/2006,May,10:15:00 PM,Delta II 7925,MiTEx,Retired,"$31,956,843.00 ",Success,
VKS RF,Kazakhstan,6/25/2006,May,4:00:00 AM,Tsyklon-2,Cosmos 2421,Retired,"$26,196,672.00 ",Success,
Boeing,USA,6/28/2006,June,3:33:00 AM,"Delta IV Medium+ (4,2)",NROL-22,Retired,"$27,965,085.00 ",Success,
NASA,USA,7/4/2006,June,6:37:00 PM,Space Shuttle Discovery,STS-121,Retired,"$21,535,162.00 ",Success,
ISRO,India,7/10/2006,June,12:08:00 PM,GSLV Mk I,INSAT-4C,Retired,"$40,829,150.00 ",Failure,
Kosmotras,Russia,7/12/2006,June,2:53:00 PM,Dnepr,Genesis 1,Retired,"$20,397,607.00 ",Success,
VKS RF,Russia,7/21/2006,July,4:20:00 AM,Molniya-M /Block 2BL,Cosmos 2422,Retired,"$16,581,632.00 ",Success,
Kosmotras,Kazakhstan,7/26/2006,July,7:43:00 PM,Dnepr,BelKa 1 & Others,Retired,"$19,164,154.00 ",Failure,
Eurockot,Russia,7/28/2006,July,7:05:00 AM,Rokot/Briz KM,KompSat-2,Retired,"$20,859,486.00 ",Success,
Arianespace,France,8/11/2006,July,10:15:00 PM,Ariane 5 ECA,JCSAT-10 & Syracuse 3B,Active,"$35,167,082.00 ",Success,
Sea Launch,Pacific Ocean,8/22/2006,July,3:26:00 AM,Zenit-3 SL,Koreasat 5,Retired,"$41,946,928.00 ",Success,
CASC,China,9/9/2006,July,7:00:00 AM,Long March 2C,Shijian-8,Active,"$21,583,666.00 ",Success,
NASA,USA,9/9/2006,August,3:14:00 PM,Space Shuttle Atlantis,STS-115,Retired,"$14,447,961.00 ",Success,
MHI, Japan,9/11/2006,August,4:35:00 AM,H-IIA 202,IGS-Optical 2,Active,"$40,452,431.00 ",Success,
CASC,China,9/12/2006,September,4:02:00 PM,Long March 3A,Chinasat-22A,Active,"$42,342,165.00 ",Success,
ISAS, Japan,9/22/2006,September,9:36:00 PM,Mu-V / M-25,"SSSat 2, Hinode & Camatai",Retired,"$14,115,619.00 ",Success,
Boeing,USA,9/25/2006,September,6:50:00 PM,Delta II 7925,GPS IIRM-2,Retired,"$27,767,976.00 ",Success,
Arianespace,France,10/13/2006,September,8:56:00 PM,Ariane 5 ECA,"DirecTV-9S, Optus D1, LDREX-2",Active,"$30,285,643.00 ",Success,
CASC,China,10/23/2006,September,11:34:00 PM,Long March 4B,Shijian-6C & 6D,Active,"$37,082,590.00 ",Success,
Boeing,USA,10/26/2006,September,12:52:00 AM,Delta II 7925-10L,STEREO,Retired,"$24,961,060.00 ",Success,
CASC,China,10/28/2006,October,4:20:00 PM,Long March 3B,SinoSat 2,Retired,"$40,735,984.00 ",Success,
Sea Launch,Pacific Ocean,10/30/2006,October,11:48:00 PM,Zenit-3 SL,XM-4,Retired,"$17,336,711.00 ",Success,
Boeing,USA,11/4/2006,October,1:53:00 PM,Delta IV Medium,DMSP F17,Retired,"$41,954,461.00 ",Success,
Boeing,USA,11/17/2006,October,7:12:00 PM,Delta II 7925,GPS IIRM-3,Retired,"$27,980,730.00 ",Success,
CASC,China,12/8/2006,October,12:53:00 AM,Long March 3A,Fengyun-2D,Active,"$33,290,543.00 ",Success,
Arianespace,France,12/8/2006,November,10:08:00 PM,Ariane 5 ECA,WildBlue-1 & AMC-18,Active,"$14,176,656.00 ",Success,
NASA,USA,12/10/2006,November,12:47:00 AM,Space Shuttle Discovery,STS-116,Retired,"$40,007,738.00 ",Success,
ULA,USA,12/14/2006,December,9:00:00 PM,Delta II 7920-10C,NROL-21,Retired,"$22,536,985.00 ",Success,
Northrop,USA,12/16/2006,December,12:00:00 PM,Minotaur I,TacSat-2 & GeneSat-1,Active,"$41,324,319.00 ",Success,
MHI, Japan,12/18/2006,December,6:32:00 AM,H-IIA 204,Kiku 8,Active,"$14,087,957.00 ",Success,
VKS RF,Russia,12/19/2006,December,2:00:00 PM,Cosmos-3M (11K65M),SAR-Lupe 1,Retired,"$25,230,523.00 ",Success,
ISRO,India,1/10/2007,December,3:54:00 AM,PSLV-G,Cartosat-2 & SRE-1 & Rideshares,Retired,"$30,427,954.00 ",Success,
Sea Launch,Pacific Ocean,1/30/2007,December,11:21:00 PM,Zenit-3 SL,NSS-8,Retired,"$38,022,315.00 ",Failure,
CASC,China,2/2/2007,December,4:28:00 PM,Long March 3A,Beidou-1D,Active,"$29,061,584.00 ",Success,
ULA,USA,2/17/2007,January,11:01:00 PM,Delta II 7925-10C,THEMIS,Retired,"$14,503,122.00 ",Success,
MHI, Japan,2/24/2007,January,4:41:00 AM,H-IIA 2024,"IGS-Optical 3V, IGS-Radar 2",Retired,"$25,307,684.00 ",Success,
ULA,USA,3/9/2007,February,3:10:00 AM,Atlas V 401,"STP-1, FalconSat-3",Active,"$30,035,338.00 ",Success,
Arianespace,France,3/11/2007,February,10:03:00 PM,Ariane 5 ECA,Skynet 5A & INSAT-4B,Active,"$27,447,019.00 ",Success,
SpaceX,USA,3/21/2007,February,1:10:00 AM,Falcon 1,DemoSat,Retired,"$22,601,052.00 ",Failure,
CASC,China,4/11/2007,March,3:27:00 AM,Long March 2C,Haiyang-1B,Active,"$38,828,695.00 ",Success,
CASC,China,4/13/2007,March,8:11:00 PM,Long March 3A,Compass-M1,Active,"$25,350,638.00 ",Success,
Kosmotras,Kazakhstan,4/17/2007,March,6:46:00 AM,Dnepr,EgyptSat 1 & Others,Retired,"$33,371,075.00 ",Success,
ISRO,India,4/23/2007,April,10:00:00 AM,PSLV-CA,AGILE & AAM,Active,"$15,452,863.00 ",Success,
Northrop,USA,4/24/2007,April,6:48:00 AM,Minotaur I,NFIRE,Active,"$39,807,311.00 ",Success,
Northrop,USA,4/25/2007,April,8:26:00 PM,Pegasus XL,AIM,Active,"$27,333,335.00 ",Success,
Arianespace,France,5/4/2007,April,10:29:00 PM,Ariane 5 ECA,Astra 1L & Galaxy 17,Active,"$41,726,566.00 ",Success,
CASC,China,5/13/2007,April,4:01:00 PM,Long March 3B/E,NIGCOMSAT-1,Active,"$25,564,528.00 ",Success,
CASC,China,5/25/2007,April,7:12:00 AM,Long March 2D,Yaogan 2 & ZDPS-1,Active,"$34,819,219.00 ",Success,
CASC,China,5/31/2007,May,4:08:00 PM,Long March 3A,SinoSat 3,Active,"$31,278,112.00 ",Success,
ULA,USA,6/8/2007,May,2:34:00 AM,Delta II 7420-10C,COSMO-SkyMed,Retired,"$40,534,781.00 ",Success,
NASA,USA,6/8/2007,May,11:38:00 PM,Space Shuttle Atlantis,STS-117,Retired,"$30,449,416.00 ",Success,
IAI,Israel,6/10/2007,May,,Shavit-2,Ofek-7,Active,"$28,071,350.00 ",Success,
Kosmotras,Kazakhstan,6/15/2007,June,2:14:00 AM,Dnepr,TerraSAR-X,Retired,"$27,878,597.00 ",Success,
ULA,USA,6/15/2007,June,3:11:00 PM,Atlas V 401,NROL-30 & NOSS-3,Active,"$43,740,849.00 ",Partial Failure,
Kosmotras,Russia,6/28/2007,June,3:02:00 PM,Dnepr,Genesis 2,Retired,"$27,492,740.00 ",Success,
VKS RF,Kazakhstan,6/29/2007,June,10:00:00 AM,Zenit-2,Cosmos 2428,Retired,"$40,907,115.00 ",Success,
VKS RF,Russia,7/2/2007,June,7:38:00 PM,Cosmos-3M (11K65M),SAR-Lupe 2,Retired,"$45,009,258.00 ",Success,
CASC,China,7/5/2007,June,8:08:00 PM,Long March 3B,Chinasat-6B,Retired,"$27,200,468.00 ",Success,
ULA,USA,8/4/2007,June,9:26:00 AM,Delta II 7925,Phoenix,Retired,"$39,148,675.00 ",Success,
NASA,USA,8/8/2007,July,10:36:00 PM,Space Shuttle Endeavour,STS-118,Retired,"$14,197,438.00 ",Success,
Arianespace,France,8/14/2007,July,11:44:00 PM,Ariane 5 ECA,Spaceway-3 & BSat-3A,Active,"$43,275,718.00 ",Success,
ISRO,India,9/2/2007,August,12:51:00 PM,GSLV Mk I,INSAT-4CR,Retired,"$13,114,707.00 ",Partial Failure,
VKS RF,Russia,9/11/2007,August,1:05:00 PM,Cosmos-3M (11K65M),Cosmos 2429,Retired,"$45,420,629.00 ",Success,
MHI, Japan,9/14/2007,August,1:31:00 AM,H-IIA 2022,SELENE,Retired,"$26,505,101.00 ",Success,
ULA,USA,9/18/2007,September,6:35:00 PM,Delta II 7920-10C,DigitalGlobe WorldView-1,Retired,"$25,777,634.00 ",Success,
CASC,China,9/19/2007,September,3:26:00 AM,Long March 4B,CBERS-2B,Active,"$35,544,011.00 ",Success,
ULA,USA,9/27/2007,September,11:34:00 AM,Delta II 7925H,Dawn,Retired,"$44,706,911.00 ",Success,
Arianespace,France,10/5/2007,September,10:02:00 PM,Ariane 5 GS,Intelsat 11 & Optus D2,Retired,"$43,019,876.00 ",Success,
ULA,USA,10/11/2007,September,12:22:00 AM,Atlas V 421,WSG-1,Active,"$26,486,779.00 ",Success,
ULA,USA,10/17/2007,September,12:23:00 PM,Delta II 7925,GPS IIRM-4,Retired,"$39,821,582.00 ",Success,
NASA,USA,10/23/2007,October,3:38:00 AM,Space Shuttle Discovery,STS-120,Retired,"$12,718,002.00 ",Success,
VKS RF,Russia,10/23/2007,October,4:39:00 AM,Molniya-M /Block 2BL,Cosmos 2430,Retired,"$24,972,394.00 ",Success,
CASC,China,10/24/2007,October,10:05:00 AM,Long March 3B,Chang'e 1,Retired,"$32,294,951.00 ",Success,
VKS RF,Russia,11/1/2007,October,12:51:00 AM,Cosmos-3M (11K65M),SAR-Lupe 3,Retired,"$24,281,096.00 ",Success,
ULA,USA,11/11/2007,October,1:50:00 AM,Delta IV Heavy,DSP-23,Active,"$30,688,919.00 ",Success,
CASC,China,11/11/2007,October,10:48:00 PM,Long March 4C,Yaogan 3,Active,"$20,309,085.00 ",Success,
Arianespace,France,11/14/2007,November,10:03:00 PM,Ariane 5 ECA,Skynet 5B & Star One C1,Active,"$26,448,640.00 ",Success,
ULA,USA,12/9/2007,November,2:31:00 AM,Delta II 7420-10C,COSMO-2,Retired,"$13,150,318.00 ",Success,
ULA,USA,12/10/2007,November,10:05:00 PM,Atlas V 401,NROL-24,Active,"$18,387,084.00 ",Success,
ULA,USA,12/20/2007,November,8:04:00 PM,Delta II 7925,GPS IIRM-5,Retired,"$17,475,027.00 ",Success,
Arianespace,France,12/21/2007,December,9:41:00 PM,Ariane 5 GS,Rascom-QAF1 & Horizons-2,Retired,"$44,024,134.00 ",Success,
Sea Launch,Pacific Ocean,1/15/2008,December,11:48:00 AM,Zenit-3 SL,Thuraya-3,Retired,"$30,994,473.00 ",Success,
ISRO,India,1/21/2008,December,3:45:00 AM,PSLV-CA,TecSAR,Active,"$34,131,297.00 ",Success,
NASA,USA,2/7/2008,December,7:45:00 PM,Space Shuttle Atlantis,STS-122,Retired,"$15,611,425.00 ",Success,
MHI, Japan,2/23/2008,January,8:55:00 AM,H-IIA 202,Kizuna,Active,"$22,442,672.00 ",Success,
Arianespace,France,3/9/2008,January,4:03:00 AM,Ariane 5 ES,Jules Verne ATV,Retired,"$21,464,250.00 ",Success,
NASA,USA,3/11/2008,February,6:28:00 AM,Space Shuttle Endeavour,STS-123,Retired,"$12,351,706.00 ",Success,
ULA,USA,3/13/2008,February,10:02:00 AM,Atlas V 411,NROL-28,Retired,"$37,834,007.00 ",Success,
ULA,USA,3/15/2008,March,6:10:00 AM,Delta II 7925,GPS IIRM-6,Retired,"$13,437,358.00 ",Success,
Sea Launch,Pacific Ocean,3/19/2008,March,10:47:00 PM,Zenit-3 SL,DirecTV-11,Retired,"$32,782,533.00 ",Success,
VKS RF,Russia,3/27/2008,March,5:16:00 PM,Cosmos-3M (11K65M),SAR-Lupe 4,Retired,"$10,511,951.00 ",Success,
ULA,USA,4/14/2008,March,8:12:00 PM,Atlas V 421,ICO G1,Active,"$32,420,543.00 ",Success,
Northrop,USA,4/15/2008,March,5:01:00 PM,Pegasus XL,C/NOFS,Active,"$45,159,347.00 ",Success,
Arianespace,France,4/18/2008,March,10:17:00 PM,Ariane 5 ECA,Star One C2 & Vinasat-1,Active,"$19,138,467.00 ",Success,
CASC,China,4/25/2008,April,3:35:00 PM,Long March 3C,Tianlian I-01,Retired,"$11,093,924.00 ",Success,
ISRO,India,4/28/2008,April,3:53:00 AM,PSLV-CA,Cartosat-2A & Rideshares,Active,"$20,142,599.00 ",Success,
Land Launch,Kazakhstan,4/28/2008,April,5:00:00 AM,Zenit-3 SLB,AMOS 3,Retired,"$43,312,579.00 ",Partial Failure,
Sea Launch,Pacific Ocean,5/21/2008,April,9:42:00 AM,Zenit-3 SL,Galaxy 18,Retired,"$12,083,692.00 ",Success,
VKS RF,Russia,5/23/2008,April,3:20:00 PM,Rokot/Briz KM,"Cosmos 2437 to 2439, Youbilielnyi",Retired,"$15,766,107.00 ",Success,
CASC,China,5/27/2008,April,3:02:00 AM,Long March 4C,Fengyun-3A,Active,"$29,956,919.00 ",Success,
NASA,USA,5/31/2008,May,9:02:00 PM,Space Shuttle Discovery,STS-124,Retired,"$44,706,935.00 ",Success,
CASC,China,6/9/2008,May,12:15:00 PM,Long March 3B,ChinaSat 9,Retired,"$12,716,172.00 ",Success,
ULA,USA,6/11/2008,May,4:05:00 PM,Delta II 7920H-10C,GLAST,Retired,"$35,865,454.00 ",Success,
Arianespace,France,6/12/2008,May,10:05:00 PM,Ariane 5 ECA,Skynet 5C & Turksat 3A,Active,"$44,299,786.00 ",Success,
VKS RF,Russia,6/19/2008,June,6:36:00 AM,Cosmos-3M (11K65M),Orbcomm Satellites,Retired,"$18,108,131.00 ",Success,
ULA,USA,6/20/2008,June,7:46:00 AM,Delta II 7320-10C,Jason-2,Retired,"$16,419,175.00 ",Success,
Arianespace,France,7/7/2008,June,9:47:00 PM,Ariane 5 ECA,ProtoStar-1 & Badr-6,Active,"$34,643,534.00 ",Success,
Sea Launch,Pacific Ocean,7/16/2008,June,5:20:00 AM,Zenit-3 SL,EchoStar XI,Retired,"$14,017,878.00 ",Success,
VKS RF,Russia,7/22/2008,June,2:40:00 AM,Cosmos-3M (11K65M),SAR-Lupe 5,Retired,"$34,737,850.00 ",Success,
SpaceX,USA,8/3/2008,July,3:34:00 AM,Falcon 1,Flight 3,Retired,"$41,198,325.00 ",Failure,
Arianespace,France,8/14/2008,July,8:44:00 PM,Ariane 5 ECA,Superbird-7 & AMC-21,Active,"$12,330,868.00 ",Success,
ISA,Iran,8/17/2008,July,,Safir-1,Unknown Payload,Retired,"$17,589,914.00 ",Failure,
Kosmotras,Kazakhstan,8/29/2008,August,7:15:00 AM,Dnepr,RapidEye 1 to 5,Retired,"$38,456,817.00 ",Success,
CASC,China,9/6/2008,August,3:25:00 AM,Long March 2C/SMA,Huanjing-1A & 1B,Active,"$17,705,937.00 ",Success,
ULA,USA,9/6/2008,August,6:50:00 PM,Delta II 7420-10C,GeoEye-1,Retired,"$28,922,447.00 ",Success,
Sea Launch,Pacific Ocean,9/24/2008,August,9:27:00 AM,Zenit-3 SL,Galaxy 19,Retired,"$45,205,222.00 ",Success,
CASC,China,9/28/2008,September,1:10:00 PM,Long March 2F/G,Shenzhou 7,Active,"$35,320,614.00 ",Success,
SpaceX,USA,9/28/2008,September,11:15:00 PM,Falcon 1,RatSat,Retired,"$31,392,233.00 ",Success,
Kosmotras,Russia,10/1/2008,September,6:37:00 AM,Dnepr,THEOS 1,Retired,"$43,350,838.00 ",Success,
Northrop,USA,10/19/2008,September,5:47:00 PM,Pegasus XL,IBEX,Active,"$27,258,008.00 ",Success,
ISRO,India,10/22/2008,September,12:52:00 AM,PSLV-XL,Chandrayaan-1,Active,"$38,448,763.00 ",Success,
CASC,China,10/25/2008,October,1:15:00 AM,Long March 4B,Shijian-6E & F,Active,"$16,502,017.00 ",Success,
ULA,USA,10/25/2008,October,2:28:00 AM,Delta II 7420-10C,COSMO-3,Retired,"$13,264,802.00 ",Success,
CASC,China,10/29/2008,October,4:53:00 PM,Long March 3B/E,VENESAT 1,Active,"$11,817,067.00 ",Success,
CASC,China,11/5/2008,October,12:15:00 AM,Long March 2D,Shiyan-3 & Chuangxin-1(02),Active,"$11,740,140.00 ",Success,
CASC,China,11/5/2008,October,12:15:00 AM,Long March 2D,Shiyan-3 & Chuangxin-1(02),Active,"$35,891,647.00 ",Success,
NASA,USA,11/15/2008,October,12:55:00 AM,Space Shuttle Endeavour,STS-126,Retired,"$29,360,054.00 ",Success,
VKS RF,Russia,12/2/2008,November,4:59:00 AM,Molniya-M /Block 2BL,Cosmos 2446,Retired,"$14,510,606.00 ",Success,
Arianespace,France,12/20/2008,November,10:35:00 PM,Ariane 5 ECA,Hot Bird 9 & Eutelsat W2M,Active,"$27,068,130.00 ",Success,
ULA,USA,1/18/2009,November,2:47:00 AM,Delta IV Heavy,NROL-26,Active,"$23,777,712.00 ",Success,
MHI, Japan,1/23/2009,December,3:54:00 AM,H-IIA 202,"Ibuki, Maido 1 & Others",Active,"$34,016,325.00 ",Success,
VKS RF,Russia,1/30/2009,December,1:30:00 PM,Tsyklon-3,Koronas Foton,Retired,"$39,682,550.00 ",Success,
ISA,Iran,2/2/2009,January,,Safir-1,Omid,Retired,"$43,779,576.00 ",Success,
ULA,USA,2/6/2009,January,10:22:00 AM,Delta II 7320-10C,NOAA-N Prime,Retired,"$34,642,692.00 ",Success,
Arianespace,France,2/12/2009,January,10:09:00 PM,Ariane 5 ECA,"Hot Bird 10, NSS-9, Spirale-A & B",Active,"$13,679,773.00 ",Success,
Northrop,USA,2/24/2009,February,9:55:00 AM,Minotaur C (Taurus),Orbiting Carbon Observatory,Active,"$41,346,884.00 ",Failure,
Land Launch,Kazakhstan,2/26/2009,February,8:30:00 AM,Zenit-3 SLB,Telstar-11N,Retired,"$11,698,140.00 ",Success,
ULA,USA,3/7/2009,February,3:49:00 AM,Delta II 7925-10L,Kepler,Retired,"$18,792,146.00 ",Success,
NASA,USA,3/15/2009,February,11:43:00 PM,Space Shuttle Discovery,STS-119,Retired,"$40,336,484.00 ",Success,
Eurockot,Russia,3/17/2009,February,2:21:00 PM,Rokot/Briz KM,GOCE,Retired,"$25,390,405.00 ",Success,
ULA,USA,3/24/2009,March,8:34:00 AM,Delta II 7925,GPS IIRM-7,Retired,"$26,143,360.00 ",Success,
ULA,USA,4/4/2009,March,12:31:00 AM,Atlas V 421,WGS-2,Active,"$18,589,683.00 ",Success,
KCST,Korea,4/5/2009,March,2:20:00 AM,Unha-2,Kwangmyngsng-2,Retired,"$42,274,532.00 ",Failure,
ISRO,India,4/20/2009,March,1:15:00 AM,PSLV-CA,RISAT-2 & ANUSAT,Active,"$27,491,401.00 ",Success,
Sea Launch,Pacific Ocean,4/20/2009,April,8:15:00 AM,Zenit-3 SL,Sicral-1B,Retired,"$31,487,680.00 ",Success,
ULA,USA,5/5/2009,April,8:24:00 PM,Delta II 7920-10C,STSS-ATRR,Retired,"$12,937,936.00 ",Success,
NASA,USA,5/11/2009,April,6:01:00 PM,Space Shuttle Atlantis,STS-125,Retired,"$33,152,789.00 ",Success,
Arianespace,France,5/14/2009,April,1:12:00 PM,Ariane 5 ECA,Herschel Space Observatory & Planck,Active,"$41,081,502.00 ",Success,
Northrop,USA,5/19/2009,May,11:55:00 PM,Minotaur I,TacSat-3 / PharmaSat / AeroCube 3 / HawkSat I / CP6,Active,"$16,284,902.00 ",Success,
ULA,USA,6/18/2009,May,5:32:00 PM,Atlas V 421,LRO/LCROSS,Active,"$31,849,539.00 ",Success,
Land Launch,Kazakhstan,6/21/2009,May,9:50:00 PM,Zenit-3 SLB,MEASAT 3a,Retired,"$29,949,769.00 ",Success,
ULA,USA,6/27/2009,May,10:51:00 PM,"Delta IV Medium+ (4,2)",GOES-O,Retired,"$18,009,698.00 ",Success,
Arianespace,France,7/1/2009,June,7:52:00 PM,Ariane 5 ECA,TerreStar-1,Active,"$44,454,689.00 ",Success,
VKS RF,Russia,7/6/2009,June,1:26:00 AM,Rokot/Briz KM,Cosmos 2451 to 2453,Retired,"$41,947,456.00 ",Success,
SpaceX,USA,7/14/2009,June,3:35:00 AM,Falcon 1,RazakSat,Retired,"$16,666,544.00 ",Success,
NASA,USA,7/15/2009,July,10:03:00 PM,Space Shuttle Endeavour,STS-127,Retired,"$44,163,519.00 ",Success,
VKS RF,Russia,7/21/2009,July,3:57:00 AM,Cosmos-3M (11K65M),Cosmos 2454,Retired,"$21,827,711.00 ",Success,
Kosmotras,Kazakhstan,7/29/2009,July,6:46:00 PM,Dnepr,DubaiSat 1 & Others,Retired,"$17,570,513.00 ",Success,
ULA,USA,8/17/2009,July,10:35:00 AM,Delta II 7925,GPS IIRM-8,Retired,"$25,184,391.00 ",Success,
Arianespace,France,8/21/2009,July,10:09:00 PM,Ariane 5 ECA,JCSAT-12 & Optus D3,Active,"$18,941,430.00 ",Success,
KARI,Korea,8/25/2009,July,8:00:00 AM,Naro-1,STSAT-2A,Retired,"$31,741,717.00 ",Failure,
NASA,USA,8/28/2009,August,3:59:00 AM,Space Shuttle Discovery,STS-128,Retired,"$36,498,580.00 ",Success,
ULA,USA,9/8/2009,August,9:35:00 PM,Atlas V 401,PAN,Active,"$15,540,478.00 ",Success,
MHI, Japan,9/10/2009,August,5:01:00 PM,H-IIB,HTV-1,Retired,"$14,825,528.00 ",Success,
ISRO,India,9/23/2009,August,6:21:00 AM,PSLV-CA,Oceansat-2 & Rideshares,Active,"$30,599,654.00 ",Success,
ULA,USA,9/25/2009,September,12:20:00 PM,Delta II 7920-10C,STSS Demo,Retired,"$25,775,237.00 ",Success,
Arianespace,France,10/1/2009,September,9:59:00 PM,Ariane 5 ECA,Amazonas 2 & COMSATBw-1,Active,"$32,883,220.00 ",Success,
ULA,USA,10/8/2009,September,6:51:00 PM,Delta II 7920-10C,WorldView-2,Retired,"$28,863,235.00 ",Success,
ULA,USA,10/18/2009,September,4:12:00 PM,Atlas V 401,DMSP-5D3-F18,Active,"$44,125,561.00 ",Success,
NASA,USA,10/28/2009,October,3:30:00 PM,Ares 1-X,Ares 1-X Test Flight,Retired,"$29,142,976.00 ",Success,
Arianespace,France,10/29/2009,October,8:00:00 PM,Ariane 5 ECA,NSS-12 & Thor-6,Active,"$38,497,560.00 ",Success,
Eurockot,Russia,11/2/2009,October,1:50:00 AM,Rokot/Briz KM,SMOS and Proba-2,Retired,"$35,174,369.00 ",Success,
NASA,USA,11/16/2009,October,7:28:00 PM,Space Shuttle Atlantis,STS-129,Retired,"$32,845,009.00 ",Success,
ULA,USA,11/23/2009,October,6:55:00 AM,Atlas V 431,Intersat 14,Retired,"$38,845,174.00 ",Success,
MHI, Japan,11/28/2009,November,1:21:00 AM,H-IIA 202,IGS-Optical 3,Active,"$26,252,424.00 ",Success,
Land Launch,Kazakhstan,11/30/2009,November,9:00:00 PM,Zenit-3 SLB,Intelsat 15,Retired,"$25,480,575.00 ",Success,
ULA,USA,12/6/2009,November,1:47:00 AM,"Delta IV Medium+ (5,4)",WGS-3,Retired,"$40,710,144.00 ",Success,
ULA,USA,12/14/2009,November,2:09:00 PM,Delta II 7320-10C,WISE,Retired,"$16,136,020.00 ",Success,
Arianespace,France,12/18/2009,November,4:26:00 PM,Ariane 5 GS,Helios 2B,Retired,"$24,627,607.00 ",Success,
Roscosmos,Kazakhstan,2/3/2010,December,3:45:00 AM,Soyuz U,Soyuz-U,Retired,"$17,100,576.00 ",Success,
NASA,USA,2/8/2010,December,9:14:00 AM,Space Shuttle Endeavour,STS-130,Retired,"$43,398,389.00 ",Success,
ULA,USA,2/11/2010,December,3:23:00 PM,Atlas V 401,SDO,Active,"$20,664,030.00 ",Success,
ULA,USA,3/4/2010,February,11:57:00 PM,"Delta IV Medium+ (4,2)",GOES 15,Retired,"$14,830,566.00 ",Success,
Roscosmos,Kazakhstan,4/2/2010,February,4:04:00 AM,Soyuz FG,Soyuz TMA-18,Retired,"$13,974,312.00 ",Success,
NASA,USA,4/5/2010,February,10:21:00 AM,Space Shuttle Discovery,STS-131,Retired,"$26,653,130.00 ",Success,
Kosmotras,Kazakhstan,4/8/2010,March,1:57:00 PM,Dnepr,CryoSat-2,Retired,"$26,788,014.00 ",Success,
ISRO,India,4/15/2010,April,10:57:00 AM,GSLV Mk II,GSAT-4,Active,"$28,403,498.00 ",Failure,
ULA,USA,4/22/2010,April,11:52:00 PM,Atlas V 501,OTV-1,Retired,"$39,087,557.00 ",Success,
VKS RF,Russia,4/27/2010,April,1:05:00 AM,Cosmos-3M (11K65M),Cosmos 2463,Retired,"$13,401,822.00 ",Success,
Roscosmos,Kazakhstan,4/28/2010,April,5:15:00 PM,Soyuz U,Progress M-05M,Retired,"$18,023,204.00 ",Success,
MHI, Japan,5/10/2010,April,9:58:00 PM,H-IIA 202,"Akatsuki, IKAROS & Others",Active,"$30,546,556.00 ",Success,
NASA,USA,5/14/2010,April,6:20:00 PM,Space Shuttle Atlantis,STS-132,Retired,"$14,350,480.00 ",Success,
Arianespace,France,5/21/2010,April,10:01:00 PM,Ariane 5 ECA,Astra 3B  & COMSATBw-2,Active,"$20,384,833.00 ",Success,
ULA,USA,5/28/2010,May,3:00:00 AM,"Delta IV Medium+ (4,2)",GPS IIF-1,Retired,"$43,669,524.00 ",Success,
Eurockot,Russia,6/2/2010,May,1:59:00 AM,Rokot/Briz KM,SERVIS-2,Retired,"$44,157,929.00 ",Success,
SpaceX,USA,6/4/2010,May,6:45:00 PM,Falcon 9 v1.0,Flight 1,Retired,"$15,267,192.00 ",Success,
KARI,Korea,6/10/2010,May,8:01:00 AM,Naro-1,STSAT-2B,Retired,"$18,272,070.00 ",Failure,
Kosmotras,Russia,6/15/2010,June,2:42:00 PM,Dnepr,Picard & Others,Retired,"$29,251,445.00 ",Success,
Kosmotras,Kazakhstan,6/21/2010,June,2:14:00 AM,Dnepr,TanDEM-X,Retired,"$31,312,445.00 ",Success,
IAI,Israel,6/22/2010,June,,Shavit-2,Ofek-9,Active,"$23,410,579.00 ",Success,
